,sentiment,content
17153,worry,Just saw &quot;Drag me to Hell&quot;. Sam Ramei is excellant as usual but the kitty scene was kinda hard for me
17154,sadness,@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!
17155,sadness,@peapodann the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!
17156,hate,Struggling...selfishness and jealousy doesn't get you any further in life... ohh myyy
17157,neutral,grandma mode I dnt anything I just wanna lay here and watch tv
17158,sadness,My net died so yeah....  I'm sad now
17159,relief,Hubby needs a vacation  Thank God we're leaving for Myrtle Beach in a week!
17160,empty,Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season '09.  Still looking 4 more FL subs.
17161,sadness,@Axelsrose  im trying to fix myself really but i need to stop cutting myself
17162,neutral,@conorravo ye it is not fare on me  x
17163,hate,"@thatgirlonline Dude you're always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish"
17164,worry,"@tommcfly Tom, get ready, here in Porto Alegre is really cold"
17165,neutral,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist
17166,worry,this cheese is fuckin up my stomach
17167,worry,En el salon.. Que caliente el blower ouch
17168,worry,@RealJudgeJules Gutted your not playing Kos in July Jules
17169,enthusiasm,"@GravyFloid Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii."
17170,hate,@MsPrincessLala @AshleyNicole305  someone is ignoring me  &amp; being mean..
17171,neutral,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics
17172,happiness,"@amandalaur that would be awesome i think, i hate how expensive phones are"
17173,sadness,@ebonyeeee - No I didnt get your text.....
17174,neutral,@sexybrandy well... I don't drink!
17175,neutral,Finished Death Du Jour. School's out.  Nerd.
17176,worry,I need someone to watch my yorkie.
17177,neutral,@dingyu @ngoskillz I have no idea whether or not to drink anymore...
17178,worry,@mileycyrus i bet you miss trace loads
17179,love,@allenrob23 ..people you love.... wait i am not there
17180,love,@RaeBoz I do! But I have to go to a dang wedding in madison
17181,hate,"@kimi_joyner And he can't even tell me.  Me and him are fucking done, professionally. Fuckin' ass."
17182,neutral,@Mishhh oops I meant 19th  snowdaysss..
17183,worry,@ProfLovee why you not go on the twitters no more?   oh bais!
17184,surprise,tMeme&gt; My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac
17185,fun,"@fifleaona I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky."
17186,sadness,@Rosellyanna she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped
17187,worry,my tummy hurts!
17188,hate,"went to galveston, want to go back"
17189,worry,@mkuioka808 You still have class? Ouch
17190,neutral,"@mcraddictal ohh, ouch"
17191,neutral,@EricaGlass99 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo's pregnant it changes things
17192,worry,@candyisrad  what's wrong with debbie?
17193,neutral,@DjJonBlak Where were you on Wed night?
17194,sadness,"@coupleocachers Trying to watch your vids, but the audio has been disabled"
17195,sadness,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy"
17196,sadness,hey guys y did the sun make my day gloomy?
17197,sadness,@jaidenkhat Damnit. Sorry to hear dude
17198,sadness,Is definitely working sunday afternoon to late evening
17199,worry,@_Chelsea_Marie wow u might have bad days lately ...  Sorry... Where are you workin ?
17200,hate,"It's called communifuckingcation.....learn it, know it, do it. These stupid ass people!"
17201,neutral,"@mitchelmusso  omg, I can't call you from england, this sucks!! Please say hi to me on here!! it will mean soo much!! =D"
17202,sadness,"really want to see UP, but no one wants to go with me"
17203,sadness,We're going to panahra for dinner.  miss you guys.
17204,empty,@billdeys it's raining  I'm hiding.
17205,sadness,@mitchelmusso http://twitpic.com/67swx - i tried but i didnt get through
17206,neutral,@CaLoFs meagï¿½evï¿½s.com
17207,sadness,I realllly miss my parents backyard and hammock. reallly bad.
17208,neutral,94 more days till BH comes back to LA
17209,worry,I think I tricked out my ankle during cardio yesterday.  I'm getting old.
17210,worry,I don't know what to do about tomorrow
17211,neutral,doesnt understand twitter
17212,neutral,"Missed Britain's Got Talent tonight, but I heard who got through &amp; what happend. Gutted that Greg Pritchard didn't make it"
17213,neutral,Omg! My dad called me a johny come lately haha because I'm slow  haha
17214,neutral,"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too"
17215,sadness,@SASSS09 hahaha.. sadly this one's supposed to be done individually.. so no chance of social loafing lol
17216,worry,@Rorzshach Are you okay?
17217,worry,"driving home,Iï¿½m so tired,had a bad day"
17218,sadness,"I do feel bad for the nice people there though, just not whover it was that said we were out of line"
17219,hate,Hmm maybe I this time I really did over react and do the worst
17220,worry,i was an extra. got ready for work for nothing. studying all night
17221,empty,@WhoaOhNo  ?
17222,neutral,@mitchelmusso http://twitpic.com/67swx - im waiting but its been 40min
17223,sadness,@drewryanscott LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC
17224,worry,I'am back to Tweetie 1.1.1.
17225,sadness,"@CurvaceousDee aw, gutted"
17226,sadness,Take me away
17227,worry,It hurts to breathe again.. Why?
17228,worry,26 pin multi core cable goes bad just B4 service
17229,sadness,i love me some americana- but no movies to see
17230,worry,I have a belly ache...
17231,neutral,@JBARSODMG email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS
17232,worry,"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt@Ny!!!"
17233,worry,@Jovani_Celeste  how long is the delay?
17234,neutral,@mitchelmusso http://twitpic.com/67swx - haha wish i could call but i cant talk cause im sick and i lost my voice
17235,love,@jaykpurdy LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC
17236,worry,i soooo want to get a Nikon D 90  damn y do they cost soooo much!
17237,neutral,"thinking lots of revision tomorrow  woo, hope it a sunny one."
17238,sadness,"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad.."
17239,enthusiasm,trying to upload one thousand photos!!
17240,sadness,@jennabeaniscool won't need my hugs anymore
17241,worry,imm tired of callin @mitchelmusso &amp;&amp; hearin other convos  i wanaa call himm!!
17242,sadness,"@mitchelmusso I REALLY WANT TO TALK WITH YOU MITCH! but I live in Indonesia, I cant call you  at least, give me a shoutout please??"
17243,anger,I am beginning to think sun blcok is a haox.
17244,sadness,i miss my baby  hateeeeee it
17245,neutral,am now wearing the other half of the glass of sparking wine
17246,neutral,@jamesh_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It'll be in before that! I hope
17247,sadness,Why did everyone seem to leave me this weekend  ....sigh. In bed
17248,sadness,@DaysofBigWheels I wish I could see that first hand
17249,sadness,I am SO MAD that Glee won't premiere till Fall
17250,happiness,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe
17251,worry,Everyone on the eastcoast... the rain hates us  let's just all fly to Cali. LOL
17252,empty,@reveng101 yeah I know it's so stupid !!!!!!! There no jobs I mean come on
17253,worry,"@WerewolfEmbry No, trying to reason with it. It didn't listen"
17254,sadness,@charlieks @tonita_face @emmaleeks and nana.wish i was there last night
17255,sadness,@jeannethinks I would love to see the sun again.  It has been raining here for 3 days now.
17256,sadness,@paaaulaaac me too  even my life is pretty good but i always say its shitty
17257,worry,Squashed Foot  xx
17258,worry,"@WonderlandDream I can't, I have an exam on wednesday"
17259,neutral,"@maggit talk to their creators yesterday no date for public release, just developers"
17260,fun,Yeahhhhhhhhhhhhh friday..and I work tomorrow
17261,hate,@Miss_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?
17262,empty,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977
17263,worry,@BigEish How?? and who is Mommy??? I want to call but the phone is still broke
17264,worry,@erin_elaine Our chandelier is here! I seriously don't know how 2 get it through our door without sending it crashing down our steps
17265,sadness,@xzenax Bad times for everyone  Whywhywhy do we have to write essays  No fair!
17266,worry,Back from comedy night. Great fun. It's only midnight. I'm knackered. I'm getting old
17267,worry,why does it randomly hangup on me?
17268,neutral,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness
17269,neutral,@PJ1221 me too
17270,worry,I am unhappy
17271,empty,Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7
17272,worry,"@GentlemanRiot yeah, I thought they weren't food grade, but apparently they were. Kind of a big waste."
17273,enthusiasm,@cnolovechild YAY!!! I think I found it and a few more
17274,worry,"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow."
17275,surprise,??????? #bash ?? ??????? ????????? ????
17276,sadness,my attempt to sync facebook and twitter seems to have failed
17277,worry,@TeamCyrus AHHH! still not following!! Do you think she forgot??
17278,neutral,wants to go the the vintage paper show but no one will accompany her
17279,sadness,"It's patio weather in Kirkland!  It's also launch-yer-boat weather, except I'm missing the boat part"
17280,relief,@mitchelmusso WISH YOU COULD CALLL ME  DO U HAVE A UK MY SAY NOW NUMBER? UR ACCCE! X
17281,worry,I want a lie in tomorrow! Won't be getting one though
17282,sadness,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies
17283,sadness,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats
17284,hate,@bongy_k Your teacher sounds uber disrespectful.
17285,worry,@tinylegacies D: But it is making people unhappy and I dun like unhappiness
17286,surprise,@AustinWilde  well i see ur moving onto the next cute guy
17287,love,@tpyle I know.     #hhrs
17288,neutral,@Twilight_sm Do you know why we have two Categories on our website? I'm trying to remove one but i can't.
17289,worry,@tccrt3r !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC
17290,sadness,going to the memorial for the guy in my grade that died.
17291,fun,I need to look at apartments tomorrow
17292,neutral,@morganeleanor ew I know EXACTLY what you're talking about
17293,sadness,@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta
